Sentiment,Text
0,@enoch111 Whoops. I got a little too happy. Doesn't work. Takes me to Cisco's page.  Shoot.
0,my site members mad at me and i think never forget me!! 
0,Churnalism is definately the order of the day 
0,@missmagz  ooooh I'm gonna add you to my link list and read from now on. I really think you should do the poetry month challenge tho sis! 
0,won points in the office F1 betting. but lots of people ahead of me coz i didn't bet in the first race 
0,what should be for lunch today? i'm tired of panera. tired of sandwiches (OH NOES)... 
0,@nat123321  sorry babes. Wanna message me and tell meh what's wrong??
0,"cant believe her boyfriend just injured himself in the first game of footy, feel like i was going to cry,  "
0,Alice is awesome. I wanna rip Jame's head off tooooo. 
0,"@pinkee hnn, text me (or call me :\) if you want to like/want/whatev to talk to me  , but hmm, i see, you want to ignore me "
0,"Good turnout for the party! I'm so out of it though, kinda just in my world for some reason  I guess I have too much on my mind"
0,@guccilittlepigi I wish I wasn't spending record store day on a greyhound bus  ..aaand I;m seeing M.Ward next weeeekkkk!
0,blue cheese is bitch.. whenever i start to crave cheese i know my weight is in upswing. 
0,@bitsyfest it was all very emo. I was trying to Genius a Christophe Beck playlist but no go 
0,"some of the people on the show The Cougar are younger than me,  am i old? lol,"
0,"@taracuda yes, I've had twitter unfollow 1 person so far.  They finally fixed it, but now she hasn't posted for a few days.  bummer "
0,@brittneygreen you were sleepy though! 
0,Wonders why do weekends fly by? And where do they go? 
0,@cutiepie04ct I miss u tore whore  come back home
0,"Still dying. I am very, very ill. "
0,I think there's a problem with the ISP in this area or something...my connection go too slow to do anything online yesterday &amp; today 
0,"AH, my charger is dying. I won't ve able to log on for a few days. "
0,"@karlotto That's a live version so it's not the same  It's more like the Bond version, YouTube maybe?"
0,ive told her she either stops painting or i refuse to sleep in my room and she wont stop painting 
0,I don't like being sick 
0,@KingKan u and product didn't come to my party 
0,"My sisters's dragging me to go upstairs already. So, good night. I wish I had a computer in my room. "
0,Studying for a final...too bad it's beautiful outside 
0,.... I'm hungry but I'm scared to eat cause I'm bloated 
0,I wanna go back to bed. Why can't I fall back asleep? 
0,@Wizbeff I wanna go record shopping today! 
0,Gurns  are losing now 3-2 (yoooooo) unfortunately Cliftonville just went one up against us... 
0,"@recurrence give em a present from me, i have had to replant three seedlings "
0,"@dimsum4u due to time constraints, just went to Green Lake "
0,raced with Linsey and Jules this morning . . . who knew the OUHSC had so many HILLS? Geeee . . . they about did me in. 
0,How I wish I didn't have finals to prepare for  #asot400
0,I.m terrified of bee's and i can't get my work done cuz there over there 
0,@spunkywalrus I know  And she barely had a chance to get to know her.
0,"@nath_girl haha  i'm from brazil, but i cant speak spanish, sorry "
0,My version of touching my shoulders and my stylists are very different. Hair is way short 
0,love my boyfriend but so tired of explaining to people why he's never out with me. 
0,I'm annoyed because my sister didn't pay her half of the phone bill... so my phone doesn't work now 
0,@DonnieWahlberg im lonely 
0,@Nouya Sorry that you are having some troubles! 
0,@NikkiBenz They maybe updating your picture account. I had a day like that last week   Now things work much better than before ;)
0,sitting at home sick 
0,"@cheryllbear nooo, mom i need to know so i can ask whit and chelsea is in abita springs until school she is going to new york in december "
0,@burningsound but that's kind of iffy for me too because my internet is up and down because of the weather too 
0,I'm in class right now 
0,"@dibegin Aw, that's sad.  I'm sorry to read that."
0,i wanna see fleet foxes at coachella today 
0,OMG. What a very sad ending  http://tinyurl.com/d4hrmq - Shirou and Saber could have at least been together ... http://plurk.com/p/ow5w9
0,"Also, Rivers and Spires will probably be rained out. Rainy day and a goiter. "
0,"I want to go out  Why must history be so, wordy?"
0,VOC Emission Controls..   Can't wait for ffffffffffffFffffffffffffriday.
0,@phillprice Currently got the MK5 Golf &amp; love it. Wanted a MK6 but too small for the family now  got a new Mazda 6 coming Monday 
0,"@tina1804 @cHello2k9 im so sorry, but im changing my profile pic back "
0,Its beautiful out! These r the days when i hate being stuck inside with homework 
0,i confess. i am never gonna be thin again if keep consuming crap. there i said it. 
0,"listening to britney and cleaning the house! I have a TON of shoes to get rid of, haven't even worn half of them "
0,@Catloverr I can't...too bored 
0,The guys are back - gone is the quiet.  
0,ill test you if you want but i gotter get off computer 
0,I'm not special! 
0,"@suiteheart I hear you, friend "
0,I think a headache is in the works 
0,@rrrachelle that sounds terrible 
0,Finally heading to the party. Emergency vehicles just arrived at Kroger and took out a stretcher. 
0,@exsanguinator re:BGT NNOOO! Cringe TV (&amp; embarrassment for us Brummies) bless 
0,@Wossy wonders why wossy doesn't ever reply to me 
0,"im lonely  keep me company! 22 female, Jacksonville - Florida"
0,havin those breathin problems again....think its time for a doctor this time 
0,fucking a 
0,"@ddubsbostongirl @greekpeace Carys is ok, congrsted but happy still YAY! and I am ok, just trying 2 wake up sans Coffee "
0,"ANYWAY! AS U ALREADY KNOW, I'M KINDA ANNOYED  BUT I DON'T TRUST THE DIRECT MESSAGE SO IF U HAVE MY AIM, HOLLA @ ME ON THERE"
0,@CursedJezzy my dog ate the cat 
0,@davefmv i hate football people as much as i hate female singers 
0,Bought a purple shirt and plaid shorts to go w/it at aeropostale today. Tried to buy The Alison Rules book but couldn't find it @ waldens 
0,Prom is going to be wonderdul! It would be even more perfect if @megenn were coming 
0,@luke88addis wow you filled my whole page up with @aplusk Is The Twitter King! Now i'm having to go searching for tweets 
0,@stephhie101 i know !  i'm soo sad 
0,Long day.  Last night of Spring Break 
0,Missed the band 
0,Goodnight!  Big run tomorrow. How it doesn't rain too much 
0,Signal sucks here  Waiting for MIA to step onstage.  Stoked for The Killers after!
0,is really really tired 
0,Just ordered a new bag from Urban Outfitters!  Woo-hoo!  Time to retire this old one.  Going to bed now.  Gotta be up early   Night all!
0,@mobilebitch  Ooops.. I had a bug   But I fixed it..    Try that tiny URL again..
0,"If I see one more tweet about the SIL/QD concert, I am not gonna be happy. Sleep now. Bus ride somewhere. I have to leave tomorrow  "
0,It's gay pride and didnt go 
0,@Claymoore Hey... on your side bar under &quot;web address&quot; over there-----&gt; your web address is a bad blog page 
0,She did it again NO ReD LiGhT SPeCiaL 4 me  guess its gonna take another 2
0,"@jeffreecuntstar i wiiiiish, love costa mesa, but stuck in palm beach!! "
0,Is sad. she broke her nail bowling 
0,"@alienantidote no condition christine?  that's definitely in my top 3 AOF songs, along with leaves and sing along. Glad you had fun."
0,Getting ready for the night! So sad my partner in action won't be joining me tonight 
0,"in the house of maca , please honey call me "
0,@neilhimself Do you know if it will play in Melbourne? 
0,"@valentiinaa http://twitpic.com/3ktfr - YOU ARE GOING TO TEACH ME HOW TO PLAY GUITAR!!! Love you Valen, and Miss you "
0,has one more day until spring break is over 
0,Lizzzzz is da best. So not ready for my license test 
0,@Sou_Philosopher somehow it hot deleted 
0,Just wanted the bombers to win  
0,@farebad  Mine either. And I think I love him. How pathetic.
0,talking to an awesome guy im falling for. they always have to live so far away 
0,@Cathlin ah that sucks. Sorry to hear that 
0,"@iAM_AshleyMarie awwww no  *hands you a drink, and some Nikes* ;)"
0,@s1ckvndl i want the entire collection! i love that heart box! i only have 3 seasons 
0,@almostsurprised my feet hurt too 
0,"I'm up too early for a Sunday  bit hung over, need water !!!"
0,is at work. It looks like it going to be a beautiful day. Today is the last day I see my husband for 5 weeks 
0,@shNicolerz yeah D: ahahha. its gross 
0,missing my boo 
0,all alone in my cube 
0,"#firebug conflict with #twitter web, can't remove mistaken tweet easily "
0,I don't even know anymore.  Goodnight.
0,"Sat in van, waiting for people to turn up at the gamefair. "
0,"goin to bed , sorry. "
0," i've lost five followers, cause i don't update enough... well not recently"
0,is leaving Rome today 
0,@heather2711 Good thing I didn't find any then  None of the ones I like come in my size. Stupid big feet 
0,And in carrying on a popular theme... Bad night!! But at least the air seems clearer now... Not always for the better 
0,@BeaMe101 not funny bea? 
0,Taking my best mate to the station as she's back off to Uni today 
0,Cant believe that the bbc dont do the grand prix in HD 
0,Omg wow!!!! Great night!!!!! Time to go home 
0,@gabbler And you sir; I'm choring too; ironing 
0,Sun is beginning to set here. Becoming so lonely. 
0,@marginatasnaily unfortunatly I'm workin 
0,kory is drivin my car 
0,@nighttimberwolf Last night together!  good night twitterers
0,"@Moonchild66 i sleep on my right all the time and have a clicky shoulder as a result, "
0,I'm hating myself so much right now. 
0,Not a well puppy 
0,Portable cd player decided to give up the ghost just days before our holiday  Frantic search on amazon last night for replacement 
0,"i just got up and washed my hair, i'm still tired like hell "
0,@chewiella hahah yes i rushed to mikasounds but nothing  so disapointing
0,is oh so tired 
0,"dude, i feel horrible  i hate being sick."
0,"I had a rough day,, i dont like fighting "
0,@Natalia_Bella not much to buy now Woolworth closed down 
0,about to leave to the airporttt  bck to Melbourne. @judahchew hahaha I saw you today! Byes!
0,Oh! It was raining in china grand prix too.. But race dosent stop for rain like cricket  (via @santoshp)
0,Past the point of no return. This song is amazing but this part in the movie is so sad!  Christine you bitch!
0,"doesn't want India to go back to her dads tomorrow, im going to miss her so much.. "
0,@paulagd Seriously?? That bad 
0,another awesome weekend coming to a close.. 
0,@doorofkukondo oh no!  I haved a nasty headache too. boke. 
0,It's going to be a uper busy day! Hosting a family event at my house- looks like rain  Afterwards practice set-up for craft show!
0,"&amp; don't put mouthwash in your eye,,, it stings!!! "
0,"@cafflo You know what to do when you feel sleepy. But you're gonna need your sleep today tho, so dont do that. "
0,Am bk in Uni 2mora  deadline rs arriving n times flying by i wish everything wud slow down so i can enjoy the time lft xxx
0,i have a head-achey cold thing meeeh not good  but had fresh coffee and pancakes for breakfast so that cheered me up...a little
0,@aditya they're forced to because of the sponsorship  Advertising bullshit
0,today is my last holiday day.....  
0,canceling picnic plans on very nice sunny weather 
0,I think i missed up another stylista episode 
0,I feel sooo sorry for my mom who fell down the steps at the alter boxing everything up after the wedding and dislocated her elbow. 
0,"Got my new keyboard and the y,u,i,o and win keys doesn't work  what a bummer "
0,@Maristtella and i just realized im an idiot because i didnt read that message right. u said followers not flowers. 
0,"i think elenor is sick or incapable of swimming properly,she is lying in the bottom of her tank, petco "
0,"@Jennymac22 dunno but it so not good  wish i new who it was tho, as come on they dont even no me, haha"
0,awake. project now  just had a really vivid dream I thought I was real
0,#Kaspa85 it was hit and miss.  I think it worked for a maximum of a couple hours but it was laggy and died every now and then  #asot400
0,@SineadMcFly because YOU turned off my alarm yesterday i have to suffer today 
0,@chrisjackson84 at least it's not half one this time 
0,Just woke up... Want to go back to bed!! Watching teevee! Todays Sunday and I get to go home... But don't want to go to school  text meee!
0,@lenaveronica where are u? 
0,Trying to figure this TWITTER thing out...I'm soo old....I feel like my dad trying to set the VCR clock 
0,@Ryanpiezo Where were you yesterday 
0,@Eskimimi they didn't have any alcoholic ginger beer in the Borough yesterday  Did you drink it all?
0,@LauraOz i'm...okay... just really really sad... *sigh* 
0,@JadeJeronimo Jade! What happened on the forums? Im gone for like a day and come back and its closed 
0,"I'm Sad. I Didn't Get Tickets For The FOB Show In Atlanta On Thursday. I Want More Than Anything In The World To Go, And I Can't. "
0,"getting packed...off to Texas for a week, too bad it's for work "
0,Getting ready for work ; 12-7 
0,Just got back from a walk in the park with Hadley. Had to cut the trip short due to a poopy diaper. 
0,i now need a memory card reader 
0,Came downstairs this morning and was immediately hit with the unmistakeable smell of doggie diarea.  another 20 min. cleanup. Poor girl.
0,my head is about to explode so no more updates for today 
0,One of the machines took my money!!! 
0,cant be dealing with school tomorrow. 
0,Last day of vakay.  It went by too quickly...  
0,"@macintom weird, are a couple of sites i can't access to day expatica.com being one of them "
0,@SLUMVILLAGE313 What about DC!? 
0,sorry @beckerdoodle... im at grandmas in east aurora.. going to a benefit in OP..and that is what they are for  wont be home before 5 
0,"@DawnStensland hahha no prob, I would have watched FOX29 but their not on this hour, will be watching tonight at 6pm--to bad your not on! "
0,I'm so bored.  I don't want to go to the gym.. or do laundry.. or do anything..
0,gota do lots of hw today 
0,@TammyLynn_17 damn  that's a whole day!
0,yeah okay it's been like 10 years since i've been on here... getting ready to move to SC! My txt setup doesn't work 
0,"is sitting in Victoria's bed, and has to work soon "
0,@devss haha decisions decisions!!! ...what happened to the pretty weather? 
0,@adamczar nothing but the rain.. 
0,Modern technology really doesn't seem to like me! 
0,@CHRISDJMOYLES yes indeedy. please clear up these rumors that you're being given the boot. 
0,It's Sunday again... 
0,Kevin's leaving on a business trip for six days 
0,Aw I didn't win AAR tickets  I was the 957 texter
0,Goodbye coachella 
0,"@toughcity no i have 2-3 more days of photoshoots..and it wasnt glitches, it was fucking disasters "
0,Loves listening to Billy Sloan not just for The Minds Music but you get to hear great music the other stations wont play 
0,I really don't want to dig up the arguments about this... too boring... boo 
0,Is back in bed suffering thru a horrible headache.... 
0,Manchester U out of the FA cup 
0,my tummy hurts 
0,@alexleebehan Just saw you couldn't make it to the Sun Run.  Hope Jaxon feels better. Wish I could be there to help out.
0,@bkoppe:  don't let the sharks smell the blood!
0,Trying to finished this portfolio but alive program won't freakin show... 
0,is going to try and finish reading Breaking Dawn - boring part about Jacob right now 
0,why do we make judgements based on initial appearances? It sucks when u r on the receiving end  Pls. don't do this to others.
0,I don't want to go to school!  Chemistry.i hate that woman -.- Its devil inside her!
0,@jesse82679 email me your number on facebook so we dont lose touch anymore 
0,@KerriZ I know 
0,@sdelbecque triste constat 
0,Bah! Think I need a holiday 
0,Back to work today after 2 fantastic weeks off 
0,"Good morning all, another weekend in the bag. High for me, got a new TV, low for me ....still not finished unpacking "
0,@winafreeze omg hiiiiiiiiiiiiii. I have all my cousins over at the moment so I can't really hear vent that well 
0,Its over! 
0,Back to school tomorow 
0,@jreagon11 Im going to take something but afraid b/c I may over sleep and not take the girls to school... 
0,@ranga its painful &amp; raucous for us..ManU fans 
0,"Not knowing where urcellphone is, is a bitch. Sorry guys. No txt/calls for now. "
0,"@Melisa_Swenson whatevz, I was totally sitting by the phone waiting for u to call  haha jk"
0,has to go back to sixth form today 
0,Surfin on my BB cause I can't sleep! Ugh. 
0,Off to college in a bit less than an hour  Work still not finished. Senses Fail tonight though. (Y)
0,I never get zits and I got one today. Is that what 12 hours of hot studio lights does to your face?  
0,Updates to my phone turned themeselves off for some reason last night 
0,Im not looking forward to mothers day this year : Im not looking forward to mothers day this year  http://tinyurl.com/cp8es6
0,"@jamieleeparker   That's awful.  BTW, my work really needs the illustrations.  So you can get a new car with your rockstar illustrations."
0,"Nothing... this site is soooooo boring... i miss myspace, bebo, facebook &amp; tagged  screw this.. im going if it dont get exciting soon....."
0,@Android_Bot yea i had the same feeling i cupcaked mine too and it's pretty swish  even if i have noticed it gets hot quickly 
0,"What to do, what to do? I should really do some work "
0,@jimwebber argh now my whole world has been thrown upside down  I haven't been this confused since the whole no Santa debarcle...
0,@RebeccaDaily is it not legal anywhere in the states? I'm shocked.. And perhaps naive!? Thought it was 2009 not 1959 
0,@KimKardashian Loven the do!Its very cute.I have a similar thing goin on currently w/ the sun burn  Oowch!Killer smile to hide the pain!
0,Urrrgh.  Been up since 3 with stomach pains and trouble.  I think I'll be calling in today.  
0,@lkutner ooh good idea. i'm wrecked too. wish i was still in london  i loved it.
0,the farewell party for the graduating class of 2009 has been postponed 
0,up late hoping my munchkin will feel better tomorrow. 
0,@pinkykss what's wrong? 
0,I know I'm supposed to be lying down and resting. But I really have LOTS to do still. 
0,am in much pain from digging today. think i have to give up my lovely allotment. or swap to a smaller one. makes me cry thinking about it 
0,the new summer set album better be good  im so glad i didnt buy my tickets last night
0,is bk at college after 2 weeks feel dead:| went to see john wasnt in tho :O miss him  missed ma friends so much esh lol
0,its a pretty day and im listening to modest rat but working 
0,"says ??debian?simplify media, dropbox???ubuntu? ubuntu is the new windows?  http://plurk.com/p/p58tk"
0,"exam today,  sleepy, hungry, "
0,going through my mails sorting them out - I have been avoiding to reply to few for too long... 
0,"Throwing up all night, dammitt  Feeling good now though  How about those sucky soap awards? Nobody who deserves to win ever does "
0,I need to make homework.. But i not in the mood for homework 
0,It is three thirty in the morning and i cant sleep  i think i just saw a spider..EW
0,@tommcfly awww that sucks 
0,"@normaltusker udipi garden, BTM layout! 60 peeps, 7k, i cant think of anything else! "
0,There's a really annoying bird nested in a tree near my office window and it's making a noise like a evil dentist's drill 
0,First day back at work  and it's very tedious waiting for a data conversion to go through
0,is going to her last day with her first grade class.  so sad.
0,@ScarlettAshes that's so sad 
0,@SandySAikman the whole thing- this response from you never got to my phone aND I AM SET UP ON MOBILE. 
0,@LeavingGirl unfortunately I'm getting practice now - it likes to kick me in the ribs all night and bounce on my bladder  
0,is in work an the sun is shinningn outside 
0,BedtiMe another horrible day awaits. 
0,"Happy Sunday! Just jet skied, kayaked and water skied! Sooo fun! Last day in Mexico "
0,"Today my sister tried to burn a wart off my finger with dry ice. She missed the wart, got my finger. Now it hurts "
0,"ok just got tweetie and i love it, i want a non add one tho for free  anyways gtg to school bye"
0,wowwww. today is literally the craziest day ever  i cant eat untill sometime after 11
0,@katielips are any tech tours coming back on Friday after the conference as I'm not able to stay 
0,"Big flaw in Tweetie for mac, the 'new message' blue logo thing stays even after you read it. You need to change the view for it to go. "
0,@Bems come back from berlin 
0,@wearethecure I am so sorry for your loss   Thinking of you..
0,Morning Tweets...is it still the weekend??? ....Oh its monday  
0,had a sunbed this morn to get from blue to white. don't want to scare ppl on the beach on wed. :p 6 mins was maybe too long tho. ouch! 
0,@zoziekins I hate my life haha. I need to pass this too  Ugh.
0,spanish oral exam today. im nervous 
0,"I feel horrible.  Concert today at 7, what ever shall I wear?!"
0,"@hsorbo The mac-app, it does the job perfectly, but its a bit bulky for my taste, i like twitteriffic, but it's ad-supported "
0,is at school. My fish of 12 hours died. 
0,had a long and awesome weekend... now it's time for that Spanish oral exam I've been freaking out over for weeks.. 
0,"oh man, it has been days since ive been on here! im a lazy bum. OH! the weather here SUCKS! it was so warm and now it is freezing again! "
0,in school   4.20 thou so its all good 
0,wooo class until 530 today 
0,"monday, booo "
0,"Awww, I wanna give Isak unnie a big hug... What a crap day she's had "
0,Naasipop: Can't go to the gym because my car won't start  Stupid flat battery and nobody to push or jump start it.
0,@MZ_THICK well damn u gotta do sumn for 4/20 lil mama. i gotta c tha po 2morrow so my pothead ass can't participate in tha festivities 
0,is already feeling the stress of this week 
0,I want this for my cats! Too bad shipping is so expensive  http://tinyurl.com/dn8s7e
0,Timeline meeting in 6 mins. 
0,My thinkpad X300's battery went wrong. Warranty Period for the battery is only 6 months(the world's shortest) in Korea. 
0,"So the pattern I wanted, wasn't in the IK mag  Anyone know the name of this red tank http://bit.ly/kqtIV Please DM!"
0,starting to have a mild sorethroat. hope it's not an indication of worse to come. 
0,zefron crushed 17 again. i love you 
0,@ddlovato why you  for
0,@koriannespeaks  I'm scared of being a &quot;grown up&quot; I think.
0,"@DWsCoverGirl1  I wish I could give you a better answer, but I haven't seen all of them yet "
0,"I dont think its ok, i saw an old man get carried away on a stretcher, and a hesterical old lady. im sad now "
0,can't find her lil wire thing to charge her iPod  WHAT'S A DEAD iPOD TO ME?!?!  *sniffle* no more music.... ='(
0,no one`s updating 
0,"@Karilo13 lame  oh well, i wouldnt be surprised if you could find it online...each one is between 1-2min long"
0,Beautiful day here in the park. Pitty I won't see any of it in my plastic work bubble 
0,Loves the sunny weather! But have to work anyway 
0,aww finally done moving... of course i slept through 420  but its ok
0,Trying out UberTwitter... We'll see how this app goes. Hopefully doesn't freeze all the time like TwitterBerry!  http://myloc.me/6nM
0,i missed the &quot;Hills&quot; and &quot;love of Ray J&quot;  ehhh 
0,"@isajourney ditto. why do we suck, journey? "
0,@catterpillarrrr I miss you too.  &lt;3
0,@knfilters - is your site due back online soon.. were missing our automatic stock checks 
0,Another lovely day that im not going to enjoy because im in solitary confinement 
0,just got home from up town... feelen pretty sick right now 
0,@calliean nom no.   reiki?
0,@teamdangerrr Still. Why'd put that picture?! To make fun of me?! 
0,"@gerard_k mr spence has left us waiting outside his room while he givs a student teacher a tour. And there's no lizzy,  xoxo"
0,@AroundTheHorn HAHA. yea dude can WOODY PAIGE win one please. HE never wins. why is that? 
0,feeling poorly in my tummy 
0,can't sleep  Thinking about my busy week and FTM this week as well!
0,mean blog people 
0,just ate a cadbury easter egg that tasted like plastic.. yuckkk! 
0,Ugh.. can't sleep. 
0,@scottcabal I'm working in the the evening  but could do daytime for sure. COFFEEEEEE
0,@CQuin just found a load of replies I've not seen! Cheers for your wishes. It's sram red on my bike by the way  good effort in the TT!
0,@kristwhy No really i got brown... naww i wanted it brown 
0,I had forgotten just how bad ankylosing spondylitis could be. I can't even move without the feeling that I am being stabbed in the hip 
0,"@erincharlotte hey im not sure whther this Manchester is the UK Manchester, im duped, i was so looking forward 2 it and so excited... "
0,"Virgin Pendolino trains - dark, small and worst of all for a high speed inter city train - virtually no luggage space "
0,"one full day of carpal tunnel then leaving 74 braemore forever!!   home tomorrow night, @jackibreen what's on the go??"
0,@mileycyrus I can almost see it.. that DREAM i'm dreaming.. but there's a VOICE inside my head saying &quot;i'll never reach it...&quot; 
0,@mizznina1780 @istayedwoke and the video taken to private? can't view 
0,One regression from 8.10 is with the Intel graphics drivers. I can't use compiz anymore  But i'm sure that's intel's fault.
0,Good Morn. Last day of the hols for mee  Did anyone watch secret milionnaire ? those people are so inspirational. Really makes me think.
0,"My head is cold, my feet are crold..I have a cold...eee...eee. achoo!!  "
0,To tired to learn.  &lt;~MMFCL&lt;3~&gt;
0,tired but I made it to work. Now to get nothing accomplished 
0,oh no it'#s sold out 
0,@BMDOC Grrr...are you saying that Steve McQueen never made it over the wire ? 
0,"@CJBerri Oh gods, Battletoads. Played it.. twice? I still have nightmares sometimes..  (xD)"
0,still &quot;studying&quot;...i want a Cookout burger &amp; a vanilla shake 
0,@LambDahhling lol i know!!! imma try to make a vid but now i gtg 
0,@sargeabernathy *snugs* awwww.... that sucks    *hugs* @kookyfox too
0,long distance.. 
0,@kittykittyws Kenny Wallace said they had rear break problems all night and they locked up. Didn't get hit. No ESPN followup!   #nascar
0,Watching the wrestler n studying for finals 
0,Totally staying up wayyyy too late when I have to wake up wayyyy early! 
0,Penny is feeling icky  http://apps.facebook.com/dogbook/profile/view/6139972
0,downloading the battlefield 1.41 patch as i just found out its required for project reality 
0,@KGvsDramaKinG I gotta work 
0,@Bisfor you can't tell me a lie and then tell someone else the truth in the same sentence!  lol
0,"@Zwenn I look like vomitting? Oklar, a bit maybe. Hehe! I just realised I dont most of my recent pics, They're with Tina I think. "
0,"@vianr we came for you, Missy! I alrdy miss you onstage "
0,@ Rosepins  I'm sorry to hear that.
0,Miss My hubby joey 
0,And my laptop still has no internet. 
0,@JuztDevious 
0,"@Bisfor i do, my pictures are photoshopped "
0,@illBLvnDW4Evr32 Very unfortunate.  WOW! That's loooong!
0,just when I thought the worst was over...wrong again 
